"ID_HEBERGEMENT","LATITUDE","LONGITUDE","ID_USER","TYPE","NOMBRE_ETOILE","NOM","ADRESSE","EMAIL","SITE_WEB","TELEPHONE","NOTE_GLOBAL","DATE_CREATION","STATUT"
14786,43.926275,4.850239,2,"HÔTEL",2,"HÔTEL CRISTOL","chemin de la cristole","hotelcristol@escalotel.com","www.hotel-cristol-avignon.com","490899996",1,"22/11/2012","Actif"
14787,47.363947,-1.013654,2,"HÔTEL",3,"HOSTELLERIE DE LA GABELLE","12 QUAI DE LA LOIRE","hotel.gabelle@orange.fr","http://www.lagabelle.com/","241725019",66,"04/08/2014","Actif"
14788,45.328583,6.533376,2,"HÔTEL",4,"LE MENUIRE CHALET HÔTEL & SPA","PREYERAND","info@le-menuire.fr","http://www.le-menuire.fr","479006033",3,"26/04/2017","Actif"
14789,48.860422,2.323092,2,"HÔTEL",4,"HÔTEL D'ORSAY","93 rue de lille","orsay@espritdefrance.com","http://www.esprit-de-france.com/fr/hotel-orsay-4-etoiles-paris","147058554",43,"04/01/2016","Actif"
14790,47.573609,-3.071483,2,"HÔTEL",4,"BEST WESTERN PLUS CELTIQUE HÔTEL ET SPA","82 AVENUE DES DRUIDES","daniel.richard@hotelceltique.com","http://hotel-celtique.com","297521415",81,"22/06/2015","Actif"
14791,48.697668,-0.368532,2,"HÔTEL",2,"HÔTEL SOPHIE","5 place Albert Ier","info@hotelsophienormandie.com","www.hotelsophienormandie.com","233628282",73,"06/07/2013","Actif"
14792,47.019102,0.335586,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE RELAIS TERRES DE FRANCE","ROUTE DE THUET","info@relaisduplessis.com","www.relaisduplessis.fr","247587550",63,"25/05/2016","Actif"
14793,43.714541,-1.048649,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE DE L'ESPACE THERMAL","1 boulevard albert camus","espacethermal@wanadoo.fr","http://www.espacethermal.fr/votre-hebergement/la-residence/","558565000",80,"03/07/2017","Actif"
14794,43.123638,6.254605,2,"RÉSIDENCE DE TOURISME",3,"ODALYS LES OCÉANIDES","395 ROUTE DE LA PLAGE DE L'ARGENTIèRE","lesoceanides@odalys-vacances.com","www.odalys-vacances.com","494153092",2,"02/08/2013","Actif"
14795,45.255187,6.266987,2,"RÉSIDENCE DE TOURISME",4,"RÉSIDENCE L'ECRIN DES SYBELLES","LIEUDIT LES PLANS DU LEVANT","ecrindessybelles@lagrange-holidays.com","http://www.vacances-lagrange.com/vacances-location-mer-montagne,logements-alpes-savoie,la-toussuire-TOUSSU-L-ECRI-residence.html?gclid=CMPl4KjB3soCFSX3wgodLyYPqA#residence","479206670",56,"25/02/2016","Actif"
14796,46.575892,5.963366,2,"CAMPING",3,"CAMPING MUNICIPAL LE CHAMP DE MARS","8 RUE DU CAMPING","champmars.camping@orange.fr","http://www.camping-saint-laurent-jura.fr/index.php/fr/","384601930",81,"10/10/2016","Actif"
14797,44.398204,4.199437,2,"CAMPING",3,"CAMPING LES ACTINIDIAS","LES LAUZASSES","actinidias@wanadoo.fr","http://www.actinidias.com","475390279",16,"28/06/2016","Actif"
14798,42.469945,1.996658,2,"CAMPING",3,"CAMPING LES JARDINS D'ESTAVAR","9 carrer dels vinyals","lesjardins.destavar@laposte.net","http://www.lesjardins-destavar.com","468048535",75,"30/06/2016","Actif"
14799,48.856856,2.384663,2,"HÔTEL",2,"HÔTEL DE BELFORT","20 rue de belfort","hotelbelfort@yahoo.fr","www.hoteldebelfort.com","143792414",30,"16/10/2012","Actif"
14800,43.696548,7.265669,2,"HÔTEL",3,"HÔTEL LE MEURICE","14 avenue de Suède","contact@hotel-le-meurice.com","http://www.hotel-le-meurice.com","497030520",6,"07/11/2017","Actif"
14801,44.60809,2.036332,2,"HÔTEL",3,"HÔTEL LE QUATORZE","14 place de l' estang","infos@le-quatorze.fr","www.le-quatorze.fr","565140892",18,"04/08/2014","Actif"
14802,44.130761,3.883522,2,"CAMPING",3,"CAMPING LA FORÊT","Falguières","laforet30@aol.com","http://www.campingalaforet.com","466853700",86,"11/09/2016","Actif"
14803,46.284356,5.29455,2,"CAMPING",2,"CAMPING DU SEVRON","115 Chemin du moulin des groboz","campingdusevron@gmail.com","https://www.campingdusevron.fr/","647975073",77,"16/01/2017","Actif"
14804,43.29161,3.404227,2,"CAMPING",3,"CAMPING LES CIGALES","Chemin des Blanquettes","campinglescigalesvias@yahoo.fr","www.campinglescigalesvias.fr","467010707",99,"21/08/2013","Actif"
14805,43.43009,6.887494,2,"CAMPING",4,"CAMPING AZUR RIVAGE","1785 BOULEVARD DES LUCIOLES","azur.rivage@orange.fr","http://www.camping-azur-rivage.com","494448312",33,"07/12/2017","Actif"
14806,45.97452,6.45689,2,"HÔTEL",3,"HÔTEL L'ALPAGE","7151 Route du Chinaillon","contact@hotelalpage.fr","http://www.hotelalpage.fr/","450270049",51,"22/06/2015","Actif"
14807,48.120669,7.286864,2,"HÔTEL",3,"HÔTEL L'ORAYÉ","11 b route de Colmar","hotelloraye@orange.fr","http://www.hotelloraye.com","389732200",80,"01/12/2017","Actif"
14808,44.783998,-0.586885,2,"HÔTEL",2,"HÔTEL B&B BORDEAUX SUD","4 rue Salvador Dali","bb_0492@hotelbb.com","www.hotelbb.com","892788017",77,"26/03/2014","Actif"
14809,47.777846,1.62796,2,"HÔTEL",2,"AUBERGE MAILLE D'OR","3 AVENUE DE BLOIS","mail45@free.fr","mailledor.com","02.38.46.43.43",83,"10/01/2012","Actif"
14810,45.09196,6.445231,2,"VILLAGE DE VACANCES",2,"VILLAGE D+ VALLOIRE-GALIBIER","Quartier le TIGNY","contact@villages-dplus.com","www.villages-dplus.com","479590208",62,"16/04/2013","Actif"
14811,45.051675,2.71039,2,"VILLAGE DE VACANCES",3,"VVF VILLAGES FONT DE CÈRE","Le Lioran","lioranfdc@vvfvillages.fr","www.vvfvillages.fr","471495055",95,"06/11/2014","Actif"
14812,44.752384,-1.185663,2,"RÉSIDENCE DE TOURISME",4,"RÉSIDENCE DE TOURISME DOMAINE DU FERRET BALNÉO & SPA","40 avenue de Caperan","domaineduferret@orange.fr","http://www.domaineduferret.com","612025022",78,"29/07/2015","Actif"
14813,45.855111,6.630399,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE MAEVA LE  MONT D'ARBOIS","117 CHEMIN DE LA ROCAILLE","mgy@maeva.com","www.maeva.com","450919400",71,"19/10/2012","Actif"
14814,46.599592,-1.833545,2,"PARC RÉSIDENTIEL DE LOISIRS",3,"DOMAINE DE L'AUZANCE","12 rue du Calvaire","domaineauzance@orange.fr","http://www.domaine-auzance.com","251208290",36,"19/05/2014","Actif"
14815,45.398577,1.382892,2,"HÔTEL",3,"PARC HÔTEL POMPADOUR","1 Place du Vieux Lavoir","parchotelpompadour@gmail.com","http://www.parc-hotel-pompadour.com","555985661",65,"22/12/2015","Actif"
14816,44.855324,0.482484,2,"HÔTEL",3,"HÔTEL DE BORDEAUX","38 place gambetta","contact@hotel-bordeaux-bergerac.com","http://www.hotel-bordeaux-bergerac.com","553571283",46,"19/07/2017","Actif"
14817,47.386432,0.721324,2,"HÔTEL",3,"HÔTEL KYRIAD TOURS SAINT PIERRE DES CORPS GARE","RUE FABIENNE LANDY  PARVIS DE LA GARE TGV","saintpierredescorps@kyriad.fr","http://www.kyriad-tours-gare-saint-pierre-des-corps.fr/fr/index.aspx","892234813",12,"20/03/2017","Actif"
14818,48.861753,2.340663,2,"HÔTEL",4,"BEST WESTERN PREMIER LOUVRE SAINT HONORÉ","141 rue Saint Honoré","louvresainthonore@bookinnfrance.com","http://www.paris-hotel-louvresainthonore.com","142962323",82,"10/09/2016","Actif"
14819,43.869701,5.147444,2,"HÔTEL",3,"MOTEL LES OLIVIERS","110 CHEMIN DU SARRET","motel.les.oliviers@gmail.com","http://www.hotel-oliviers-luberon.com/","490769288",77,"28/04/2017","Actif"
14820,43.760713,2.954126,2,"CAMPING",3,"CAMPING LES PIBOULS","DOMAINE DE CERAS","brusque@vvfvillages.fr","www.vvfvillages.fr","565495066",29,"11/05/2012","Actif"
14821,50.811836,1.612014,2,"HÔTEL",3,"HOTEL DES ARGOUSIERS","28 RUE CLEMENCEAU","contact@hoteldesargousiers.fr","http://www.hoteldesargousiers.fr","321998700",63,"31/03/2016","Actif"
14822,48.854522,2.415782,2,"HÔTEL",2,"HÔTEL IBIS BUDGET PARIS PORTE DE MONTREUIL","278/280 Rue de Paris","h2012-GM@ACCOR.COM","http://www.accorhotels.com/fr/hotel-5037-ibis-budget-paris-porte-de-montreuil/index.shtml","143631616",12,"04/07/2016","Actif"
14823,45.550889,5.681335,2,"CAMPING",2,"CAMPING LES CHANTS D'OISEAUX","955 A route de gubin","contact@camping-leschantsdoiseaux.com","http://www.camping-leschantsdoiseaux.com","476372420",9,"20/07/2017","Actif"
14824,43.769603,5.939396,2,"CAMPING",2,"CAMPING LE BLEU LAVANDE","Chemin de Pauron","info@camping-bleu-lavande.fr","http://www.camping-bleu-lavande.fr/","492776489",10,"11/03/2015","Actif"
14825,46.249262,-1.492843,2,"CAMPING",3,"CAMPING DE LA PROVIDENCE","route de trousse chemise","contact@lephare-iledere.com","www.lephare-iledere.com","546295682",98,"11/06/2015","Actif"
14826,42.547933,3.048389,2,"CAMPING",5,"CAMPING BOIS DE VALMARIE","Le Racou","contact@camping-lasirene.fr","http://www.camping-lasirene.fr/camping-le-bois-de-valmarie/","468810461",90,"05/10/2016","Actif"
14827,44.11255,3.765988,2,"CAMPING",2,"CAMPING GCU SAUMANE","camping GCU Saumane","saumane3003@gcuf.fr","-","147639863",59,"21/07/2017","Actif"
14828,46.335282,6.066665,2,"CAMPING",3,"CAMPING DES GENÊTS","400 avenue des alpes","auxamisdugolin@gmail.com","http://www.auxamisdugolin.com/","450428457",77,"09/04/2017","Actif"
14829,42.524079,2.94516,2,"CAMPING",3,"CAMPING MAS MANYÈRES","ROUTE DU MOULIN DE CASSAGNES","stephane.derensy@orange.fr","http://www.masmanyeres.com","468893311",13,"19/03/2013","Actif"
14830,46.632953,-0.134374,2,"CAMPING",2,"CAMPING LA FERME NATURISTE L'OLIVERIE","L'OLIVERIE","info@oliverie.com","http://www.oliverie.com","549946105",64,"26/10/2016","Actif"
14831,45.3947,1.378236,2,"HÔTEL",1,"HÔTEL DE L'HIPPODROME","26 AVENUE DU MIDI","hotel.restaurant.de.lhippodrome@wanadoo.fr","www.hotel-hippodrome-pompadour.fr","555733503",23,"13/07/2016","Actif"
14832,44.035294,-0.322028,2,"HÔTEL",2,"HÔTEL RESTAURANT LE COLOMBIER","105 rue porte le rang","popnath@laposte.net","http://www.hotel-restaurant-lecolombier.com/index.php/fr/","558455057",60,"24/09/2012","Actif"
14833,47.21759,-1.544413,2,"HÔTEL",3,"HÔTEL IBIS STYLES NANTES CENTRE GARE","8 allée du commandant Charcot","ha8v4@accor.com","https://www.accorhotels.com/fr/hotel-A8V4-ibis-styles-nantes-centre-gare/index.shtml","240741454",51,"16/08/2017","Actif"
14834,43.950042,4.806571,2,"HÔTEL",4,"HÔTEL MERCURE AVIGNON CENTRE PALAIS DES PAPES","1 RUE JEAN VILAR","H1952@accor.com","http://www.accorhotels.com/fr/hotel-1952-hotel-mercure-avignon-centre-palais-des-papes/index.shtml","490809300",73,"28/03/2017","Actif"
14835,42.790015,0.59087,2,"HÔTEL",1,"HÔTEL DES DEUX NATIONS","5 Rue Victor Hugo","info@hotel-des2nations.com","www.hotel-des2nations.com","561790171",49,"04/11/2013","Actif"
14836,48.547899,-2.790204,2,"HÔTEL",4,"BRIT HÔTEL SAINT BRIEUC PLÉRIN","ZAC DE L’ARRIVÉE 4 RUE FRANÇOIS JACOB","plerin@brithotel.fr","http://st-brieuc-plerin.brit-hotel.fr/","296788003",85,"06/02/2016","Actif"
14837,43.010822,3.061142,2,"HÔTEL",3,"HÔTEL MÉDITERRANÉE","358 Boulevard du Front de Mer","hotel.mediterranee@wanadoo.fr","http://www.hotelmediterranee.com","468480308",97,"29/05/2017","Actif"
14838,43.144305,5.759505,2,"RÉSIDENCE DE TOURISME",3,"SA LE BOSQUET","121 CHEMIN DE L ESCOURCHE- BP 131","contact@lebosquetbandol.com","http://www.lebosquetbandol.com","494293636",32,"02/07/2013","Actif"
14839,47.271295,5.043595,2,"HÔTEL",3,"HÔTEL KYRIAD DIJON-LONGVIC","7 rue de Beauregard","dijon.longvic@kyriad.fr","www.kyriad-dijon-longvic.fr","380672222",4,"23/06/2014","Actif"
14840,43.769305,1.362481,2,"HÔTEL",2,"HÔTEL EUROCENTRE 2","1 avenue Saint-Guillan","info@hotel-eurocentre.fr","www.hotel-eurocentre.com","561352010",34,"19/10/2012","Actif"
14841,47.27687,1.377986,2,"HÔTEL",3,"HOSTELLERIE CLOS DU CHER","2 rue Paul Boncour Route de Saint-Aignan","leclosducher@orange.fr","www.closducher.fr","254750003",51,"13/07/2017","Actif"
14842,47.24213,6.031573,2,"HÔTEL",4,"HÔTEL MERCURE BESANÇON PARC MICAUD","3 avenue Edouard Droz","H1220@accor.com","http://www.accorhotels.com/fr/hotel-1220-hotel-mercure-besancon-parc-micaud/index.shtml","381403434",71,"05/09/2017","Actif"
14843,47.920737,7.194567,2,"HÔTEL",3,"HÔTEL LES RIVES","244 rue de la République","contact@domainedulac-alsace.com","www.domainedulac-alsace.com","389761500",76,"23/11/2012","Actif"
14844,45.785679,3.06481,2,"HÔTEL",4,"HÔTEL MERCURE CLERMONT-FERRAND CENTRE JAUDE","1 AVENUE JULIEN","H9171@accor.Com","www.mercure-clermont-ferrand-centre.com","463662100",69,"26/05/2014","Actif"
14845,48.100156,0.58014,2,"HÔTEL",2,"HÔTEL LES CONFINS DU PERCHE","55 avenue de bretagne Lieu-dit le point du jour","confinsduperche@orange.fr","https://www.logishotels.com/fr/hotel/hotel-les-confins-du-perche-9133","243601940",17,"29/06/2017","Actif"
14846,48.884584,2.379351,2,"HÔTEL",3,"IBIS STYLES PARIS BUTTES-CHAUMONT","4 RUE PETIT","H9586@ACCOR.COM","WWW.ACCORHOTELS.COM/9586","142061077",3,"26/11/2014","Actif"
14847,48.280581,-4.599027,2,"HÔTEL",2,"HÔTEL VAUBAN","4 quai du styvel","contact@hotelvauban-camaret.fr","http://www.hotelvauban-camaret.fr","298279136",83,"21/10/2013","Actif"
14848,46.35771,2.988874,2,"CAMPING",3,"CAMPING LA PETITE VALETTE","la petite valette","la.petite.valette@wanadoo.fr","http://www.valette.nl","470076457",21,"31/07/2013","Actif"
14849,44.419891,6.171136,2,"CAMPING",2,"CAMPING L'AMANDIER","LIEU-DIT L'AMANDIER","info@camping-amandier.fr","www.camping-amandier.com","492551310",85,"16/10/2012","Actif"
14850,43.313388,3.541612,2,"CAMPING",3,"CAMPING LE GALET","233 avenue des campings","reception@camping-galet.com","www.camping-galet.com","467219561",70,"27/06/2017","Actif"
14851,49.907109,2.652604,2,"CAMPING",2,"CAMPING LE PONT ROUGE ET LES VIGNES","16 rue du marais","pontrouge.vignes@gmail.com","http://www.camping-peche-picardie.com","950708656",70,"14/01/2013","Actif"
14852,50.662067,1.581809,2,"CAMPING",1,"CAMPING DE LA WARENNE","Chemin de la Warenne","campingdelawarenne@orange.fr","http://www.saintetienneaumont.com/","321913138",94,"10/08/2013","Actif"
14853,48.743353,7.360369,2,"HÔTEL",3,"L'HÔTEL EUROPE","7 rue de la gare","info@hotel-europe-fr.com","www.hotel-europe-fr.com","388711207",36,"15/03/2017","Actif"
14854,43.142724,6.379819,2,"HÔTEL",3,"HÔTEL LES FLOTS BLEUS","BOULEVARD DES DRYADES, PLAGE DE SAINT-CLAIR","flots-bleus@wanadoo.fr","http://www.les-flotsbleus.com/fr/","494710099",28,"12/04/2016","Actif"
14855,43.597583,1.453897,2,"HÔTEL",4,"LE CLOS DES POTIERS","12 rue des Potiers","contact@le-clos-des-potiers.com","http://www.le-clos-des-potiers.com","561471515",38,"03/02/2013","Actif"
14856,43.698119,7.271553,2,"HÔTEL",2,"HÔTEL ACANTHE","2 RUE CHAUVAIN","hotel.acanthe.nice@wanadoo.fr","www.hotel-acanthe.fr","493622244",16,"04/11/2013","Actif"
14857,45.746489,-0.621866,2,"HÔTEL",2,"HÔTEL DE L'AVENUE","114 AVENUE GAMBETTA","contact@hoteldelavenue.com","http://www.hoteldelavenue.com/","546740591",58,"07/09/2017","Actif"
14858,46.108241,6.572976,2,"HÔTEL",2,"LA BAGATELLE II","PRAZ DE LYS","hotelbagatelle2@wanadoo.fr","www.hotel-bagatelle-2.com","450342446",54,"08/06/2013","Actif"
14859,49.346032,-0.75222,2,"HÔTEL",3,"HÔTEL IBIS BAYEUX PORT-EN-BESSIN","12 Quai Baron Gérard","H6865@ACCOR.COM","http://www.accorhotels.com/fr/hotel-6865-ibis-bayeux-port-en-bessin/index.shtml","231220404",84,"30/03/2017","Actif"
14860,49.040236,3.960527,2,"HÔTEL",3,"HÔTEL LE CLOS RAYMI","3 rue Joseph de Venoge","closraymi@wanadoo.fr","http://www.closraymi-hotel.com","326510058",37,"09/01/2017","Actif"
14861,43.67399,4.621881,2,"HÔTEL",2,"HÔTEL CONSTANTIN","59 boulevard de craponne","hotelconstantin@wanadoo.fr","http://www.arles-hotel-constantin.com","490960405",77,"18/03/2013","Actif"
14862,48.881617,2.337265,2,"HÔTEL",4,"HOTEL LE PIGALLE","9 rue Frochot","welcome@lepigalle.paris","http://lepigalle.paris/","148783714",27,"01/04/2016","Actif"
14863,48.005104,7.280056,2,"HÔTEL",3,"HÔTEL RELAIS DU VIGNOBLE","33 rue des Forgerons","relaisduvignoble@wanadoo.fr","www.relaisduvignoble.com","389492222",44,"01/07/2013","Actif"
14864,46.613718,0.348328,2,"HÔTEL",3,"HÔTEL IBIS STYLES POITIERS NORD","215 avenue de Paris","hb032@accor.com","https://www.accorhotels.com/fr/hotel-B032-ibis-styles-poitiers-nord-opening-april-2017/index.shtml","549017474",15,"08/03/2017","Actif"
14865,43.543878,3.971764,2,"RÉSIDENCE DE TOURISME",3,"RÉSIDENCE GOELIA - AGUYLENE","RUE DE LA GARDIOLE","info.carnon@goelia.com","www.goelia.com","467680733",6,"10/02/2012","Actif"
14866,44.584975,3.958191,2,"RÉSIDENCE DE TOURISME",2,"RÉSIDENCE LA VALLÉE","Thermes de Saint-Laurent les Bains","saintlaurentlesbains@chainethermale.fr","www.chainethermale.fr","466697200",70,"24/10/2013","Actif"
14867,47.242671,-1.556656,2,"CAMPING",5,"NANTES CAMPING","21 boulevard du Petit Port","nantes-camping@nge-nantes.fr","http://www.nantes-camping.fr","240744794",70,"16/05/2017","Actif"
14868,46.847974,-2.129473,2,"CAMPING",2,"CAMPING LA DAVIÈRE","38 route de la Rive","jbnb2@wanadoo.fr","-","251588596",42,"29/05/2017","Actif"
14869,45.393507,5.173248,2,"CAMPING",2,"CAMPING DES EYDOCHES","515 avenue des marais","camping.des.eydoches@orange.fr","-","06.25.50.38.02",58,"06/07/2013","Actif"
14870,44.890164,3.92052,2,"CAMPING",3,"CAMPING AU BORD DE L'EAU","le chambon","olivier.barbe@live.fr","http://www.campingauborddeleau.com","471571682",93,"07/01/2013","Actif"
14871,43.38262,-1.319906,2,"CAMPING",3,"CAMPING LES TERRASSES DE XAPITALIA","ROUTE DE CAMBO","contact@camping-xapitalia.fr","www.camping-au-pays-basque.fr","559550215",26,"11/02/2015","Actif"
14872,46.798159,-1.895203,2,"CAMPING",2,"CAMPING MUNICIPAL DE SOULLANS","rue saint christophe","camping-soullans@orange.fr","http://www.soullans.fr/index.php?option=com_content&view=article&id=132&Itemid=138","251680024",21,"13/07/2016","Actif"
14873,50.50134,3.480576,2,"CAMPING",3,"CAMPING DU DOMAINE DES POTERIES","17 Domaine des Poteries","info@campingdespoteries.fr","http://www.campingdespoteries.fr","327268526",76,"24/07/2017","Actif"
14874,49.30228,-1.688432,2,"CAMPING",3,"CAMPING L'ESPÉRANCE","36 rue de la Gamburie","camping.esperance@wanadoo.fr","http://www.camping-esperance.fr","233071271",55,"06/09/2017","Actif"
14875,43.596139,-1.464089,2,"CAMPING",3,"CAMPING LA MER","Route de la Plage","campinglamer@wanadoo.fr","www.campinglamer.com","05.59.45.42.09",98,"02/07/2013","Actif"
14876,43.141199,6.363967,2,"CAMPING",3,"CAMPING BEAU SEJOUR","ROUTE DE BENAT D298","caravaning.beau.sejour@gmail.com","http://caravaning-beau-sejour.jimdo.com","494712530",80,"16/07/2015","Actif"
14877,46.457391,-1.192404,2,"CAMPING",2,"CAMPING LA CLÉ DES CHAMPS","La Papotière","lacledeschamps85@wanadoo.fr","http://www.camping-lucon.fr","674879759",21,"23/04/2013","Actif"
14878,43.547694,3.989088,2,"CAMPING",2,"LES SALADELLES","Avenue Grassion Cibrand","camping.saladelles@paysdelor.fr","http://www.paysdelor.fr/Accueil/","467682371",42,"06/07/2013","Actif"
14879,43.598454,1.35269,2,"RÉSIDENCE DE TOURISME",3,"PARK WILSON AIRPORT","1 boulevard jean auguste ingres","reservation@parkwilsonairport.com","www.parkwilsonairport.com","561499426",35,"24/04/2013","Actif"
14880,47.31838,5.040232,2,"RÉSIDENCE DE TOURISME",4,"APPART'HÔTEL LES CORDELIERS DIJON","5 rue TURGOT","cordeliers@odalys.fr","http://www.odalys-vacances.com/location-campagne/bourgogne-et-ain/dijon/les-cordeliers.html","380428862",95,"11/02/2015","Actif"
14881,44.556989,6.696788,2,"VILLAGE DE VACANCES",3,"VILLAGE CLUB DU SOLEIL VARS","Le caribou","wfournier@villagesclubsdusoleil.com","http://www.lesvillagesclubsdusoleil.com","491048702",34,"08/05/2016","Actif"
14882,43.425145,3.711283,2,"HÔTEL",2,"HÔTEL POINT BLEU","ZA LA PEYRADE, rue auguste rodin","hotelpointbleu@orange.fr","hotelpointbleu.com","467480007",46,"04/11/2013","Actif"
14883,46.323656,-0.467513,2,"HÔTEL",3,"HÔTEL PARTICULIER LA CHAMOISERIE","10 RUE DE L'ESPINGOLE","reservation@hotelparticulierniort.com","www.hotelparticulierniort.com","549780707",29,"07/03/2015","Actif"
14884,48.825215,2.394158,2,"HÔTEL",3,"HÔTEL IBIS PARIS PORTE DE BERCY","2 place de l'Europe","h2041@accor.com","http://www.accorhotels.com/fr/hotel-2041-ibis-paris-porte-de-bercy/index.shtml","149775555",10,"03/08/2017","Actif"
14885,43.922239,2.139305,2,"HÔTEL",2,"HÔTEL LE TERMINUS D'ALBI","33 avenue du Maréchal Joffre","terminus.albi@gmail.com","http://www.hotel-terminus-albi.fr/","563470976",19,"19/10/2012","Actif"
14886,46.342652,-1.438534,2,"HÔTEL",2,"HÔTEL DE L'ATLANTIQUE","Avenue de la Plage Rue de la Bastille","contact@hoteldelatlantique.fr","www.hoteldelatlantique.fr","251303015",44,"26/06/2017","Actif"
14887,44.594284,6.689476,2,"HÔTEL",4,"HÔTEL NÉVALHAIA LE CHALET","Vallon de FontBonne, LES CLAUX","contact@nevalhaia.com","www.nevalhaia.com","492235918",87,"18/09/2015","Actif"
14888,43.609872,1.453111,2,"HÔTEL",1,"HÔTEL LA CHARTREUSE","4 bis boulevard Bonrepos","contact@chartreusehotel.com","www.chartreusehotel.com","561629339",69,"22/10/2012","Actif"
14889,48.330932,-1.832198,2,"HÔTEL",1,"HÔTEL LE SAINT-GEORGES","1 rue du Pont à l'Abbesse","contact@lesaintgeorges35.com","www.lesaintgeorges35.com","299680364",57,"19/07/2017","Actif"
14890,44.835624,-0.67967,2,"HÔTEL",2,"HÔTEL PREMIÈRE CLASSE BORDEAUX OUEST - MÉRIGNAC AÉROPORT","71 AVENUE DU Président JOHN FITZGERALD KENNEDY","bordeaux.merignac@premiereclasse.fr","http://www.premiereclasse.com/fr","557222818",34,"11/04/2014","Actif"
14891,43.608366,3.881917,2,"HÔTEL",3,"HÔTEL D'ARAGON","10 rue Baudin","info@hotel-aragon.fr","http://www.hotel-aragon.fr","467107000",81,"20/07/2017","Actif"
14892,47.802554,2.739914,2,"HÔTEL",5,"AUBERGE DES TEMPLIERS","Les Bézards","templiers@relaischateaux.com","http://www.lestempliers.com","238318001",36,"30/06/2016","Actif"
14893,45.89468,-1.285608,2,"HÔTEL",4,"HÔTEL LE GRAND LARGE","2 Avenue de l'océan","le-grand-large17@orange.fr","http://www.le-grand-large.fr/","546757777",15,"31/03/2016","Actif"
14894,44.023673,5.935031,2,"CAMPING",3,"CAMPING LES CIGALES","Chemin de la Digue du Bévon","contact@camping-lescigales.fr","www.camping-cigales.fr","466821852",88,"28/08/2017","Actif"
14895,46.482607,0.733355,2,"CAMPING",3,"CAMPING DU MOUCHET","les margouillieres","campingdumouchet@bbox.fr","http://www.camping86.com/pages/mouchet.html","0.549544925",62,"01/03/2014","Actif"
14896,44.890403,1.479864,2,"CAMPING",3,"CAMPING LES ONDINES","rue des Ondines","camping.les.ondines@flowercampings.com","http://www.camping-lesondines.com","668816527",28,"17/10/2012","Actif"
14897,43.429635,3.759695,2,"CAMPING",2,"CAMPING MÉDITERRANÉE","11 avenue des vacances","camping-mediterranee@orange.fr","http://www.camping-mediterranee34.com","499049232",13,"06/01/2017","Actif"
14898,43.766333,7.488361,2,"HÔTEL",4,"HÔTEL BEST WESTERN PRINCE DE GALLES","4 avenue Général de Gaulle","hotel@princedegalles.com","www.hotel-menton.net","493282121",79,"23/02/2016","Actif"
14899,47.869236,4.405109,2,"CAMPING",2,"CAMPING LES GREBES","5 route du lac","mar.cenay@laposte.net","http://www.campingmarcenaylac.com/site/index_php/Menu/303/Bienvenue%2Ben%2BFrancais.html","380816172",29,"24/07/2017","Actif"
14900,47.327534,1.76216,2,"HÔTEL",2,"IBIS BUDGET ROMORANTIN","4 Allée des Grandes Bruyères","h8700@accor.com","accorhotels.com","892705450",39,"10/09/2012","Actif"
14901,44.641965,2.565003,2,"CAMPING",3,"CAMPING LE VAL DE SAURES","Saures","info@camping-valdesaures.com","http://www.camping-valdesaures.com","565445692",18,"07/11/2016","Actif"
14902,46.09781,-1.096531,2,"CAMPING",3,"CAMPING LA PLATÈRE","ROUTE DE LA PLATèRE","contact@campingleschirats.fr","www.campingleschirats.fr","546569416",89,"06/07/2017","Actif"
14903,45.74468,4.825769,2,"HÔTEL",3,"HÔTEL AXOTEL LYON PERRACHE","12 RUE MARC ANTOINE PETIT","axotel.perrache@hotel-lyon.fr","http://www.hotel-axotel-perrache.fr","472777070",79,"12/04/2016","Actif"
14904,49.425433,1.055389,2,"HÔTEL",2,"HÔTEL IBIS BUDGET ROUEN PETIT QUEVILLY","Place Waldeck Rousseau","h2608@accor.com","http://www.accorhotels.com/fr/hotel-2608-ibis-budget-rouen-petit-quevilly/index.shtml","892680754",22,"06/08/2017","Actif"
14905,48.948824,2.624962,2,"HÔTEL",2,"HÔTEL LE RELAIS DU PARISIS","2 avenue Jean Monnet ZI de l'Ambressis","relaisduparisis@wanadoo.fr","http://www.lerelaisduparisis.fr/","970352957",62,"21/08/2017","Actif"
14906,43.23947,-0.708043,2,"CAMPING",1,"LES BERGES DU JOOS","Route de Barcus","rpcorne@free.fr","-","609817410",91,"12/05/2012","Actif"
14907,44.366518,3.417198,2,"CAMPING",2,"CAMPING DES GORGES DU TARN","route de florac","camping.domeizel@live.fr","www.campingdesgorgesdutarn.fr","466452489",27,"19/07/2017","Actif"
14908,45.830405,6.181638,2,"CAMPING",4,"CAMPING EUROPA","1444 route d'Albertville","info@camping-europa.com","www.camping-europa.com","450685101",93,"28/08/2017","Actif"
14909,49.234756,0.72451,2,"CAMPING",3,"CAMPING SAINT NICOLAS","15 rue Saint Nicolas","campingstnicolas@orange.fr","http://www.campingsaintnicolas.fr/","232448355",89,"17/10/2012","Actif"
